product_id,quantite,prix_unitaire,quantite_disponible,jour_semaine,mois,promo,date_commande
687a32dfd9cc94be00fd0a02,8,81.54,39,0,7,10,2025-07-28
687a3741d9cc94be00fd0a0b,5,199.52,61,2,6,10,2025-06-04
687a3741d9cc94be00fd0a07,8,983.04,88,3,7,20,2025-07-03
687a32dfd9cc94be00fd0a02,8,90.33,49,5,5,10,2025-05-24
687a36e5d9cc94be00fd0a03,6,238.11,91,5,8,0,2025-08-30
687a32dfd9cc94be00fd0a02,9,87.32,30,0,7,10,2025-07-28
687a3741d9cc94be00fd0a0b,10,206.24,11,4,6,0,2025-06-13
687a3741d9cc94be00fd0a0b,6,180.37,42,5,5,0,2025-05-17
687a3741d9cc94be00fd0a0b,9,195.4,73,2,5,20,2025-05-21
687a3741d9cc94be00fd0a0b,1,195.54,53,3,6,10,2025-06-12
687a36e5d9cc94be00fd0a03,8,234.15,26,5,5,0,2025-05-10
687a3741d9cc94be00fd0a0b,4,212.45,32,5,5,20,2025-05-24
687a32dfd9cc94be00fd0a02,3,98.61,76,2,5,10,2025-05-28
687a36e5d9cc94be00fd0a03,10,244.73,84,4,7,10,2025-07-25
687a3741d9cc94be00fd0a0b,10,195.09,72,5,5,10,2025-05-24
687a3741d9cc94be00fd0a0b,8,183.56,40,5,8,20,2025-08-23
687a3741d9cc94be00fd0a0b,5,194.56,74,5,7,20,2025-07-05
687a32dfd9cc94be00fd0a02,1,86.13,23,4,8,10,2025-08-15
687a36e5d9cc94be00fd0a03,7,231.21,70,5,8,10,2025-08-09
687a36e5d9cc94be00fd0a03,1,266.68,73,2,7,20,2025-07-23
687a36e5d9cc94be00fd0a03,9,242.97,80,2,5,20,2025-05-21
687a32dfd9cc94be00fd0a02,5,89.09,51,4,8,20,2025-08-08
687a3741d9cc94be00fd0a07,8,949.53,25,5,5,20,2025-05-31
687a3741d9cc94be00fd0a07,8,842.19,78,1,6,10,2025-06-03
687a36e5d9cc94be00fd0a03,10,254.55,67,3,8,20,2025-08-07
687a3741d9cc94be00fd0a0b,6,212.35,6,3,6,10,2025-06-12
687a32dfd9cc94be00fd0a02,7,89.65,32,2,7,10,2025-07-09
687a3741d9cc94be00fd0a0b,5,183.42,38,3,6,0,2025-06-05
687a3741d9cc94be00fd0a07,9,885.18,13,5,6,20,2025-06-28
687a3741d9cc94be00fd0a07,2,976.73,30,3,6,10,2025-06-19
687a3741d9cc94be00fd0a07,3,874.05,35,4,5,10,2025-05-30
687a32dfd9cc94be00fd0a02,4,89.86,95,5,5,20,2025-05-17
687a36e5d9cc94be00fd0a03,4,235.3,66,0,5,10,2025-05-26
687a32dfd9cc94be00fd0a02,9,89.98,7,6,6,10,2025-06-22
687a32dfd9cc94be00fd0a02,9,84.91,84,6,5,10,2025-05-18
687a3741d9cc94be00fd0a0b,8,199.4,16,4,6,10,2025-06-20
687a32dfd9cc94be00fd0a02,1,85.33,54,2,6,10,2025-06-04
687a32dfd9cc94be00fd0a02,10,92.25,47,0,8,0,2025-08-18
687a32dfd9cc94be00fd0a02,2,93.76,92,3,7,10,2025-07-24
687a36e5d9cc94be00fd0a03,2,221.59,67,3,5,0,2025-05-29
687a32dfd9cc94be00fd0a02,6,90.18,90,4,5,10,2025-05-16
687a32dfd9cc94be00fd0a02,3,78.53,81,4,8,20,2025-08-22
687a32dfd9cc94be00fd0a02,2,78.43,76,1,8,10,2025-08-19
687a36e5d9cc94be00fd0a03,10,265.35,79,4,7,0,2025-07-11
687a3741d9cc94be00fd0a0b,4,202.09,57,6,8,20,2025-08-17
687a3741d9cc94be00fd0a07,6,923.67,27,1,7,10,2025-07-08
687a32dfd9cc94be00fd0a02,5,78.38,43,3,5,10,2025-05-01
687a3741d9cc94be00fd0a07,4,857.47,27,3,7,10,2025-07-10
687a32dfd9cc94be00fd0a02,5,80.83,94,6,5,20,2025-05-18
687a3741d9cc94be00fd0a07,1,888.28,7,5,8,10,2025-08-23
687a3741d9cc94be00fd0a0b,7,195.72,27,0,6,20,2025-06-30
687a3741d9cc94be00fd0a0b,2,196.79,45,1,8,20,2025-08-26
687a3741d9cc94be00fd0a0b,9,171.87,9,1,7,0,2025-07-22
687a3741d9cc94be00fd0a0b,6,206.04,81,1,7,10,2025-07-08
687a36e5d9cc94be00fd0a03,2,254.37,68,2,5,10,2025-05-07
687a32dfd9cc94be00fd0a02,9,91.32,12,4,7,10,2025-07-11
687a32dfd9cc94be00fd0a02,3,97.76,14,1,7,0,2025-07-29
687a36e5d9cc94be00fd0a03,3,271.46,57,3,8,20,2025-08-14
687a32dfd9cc94be00fd0a02,6,96.98,32,4,8,0,2025-08-01
687a36e5d9cc94be00fd0a03,5,223.25,56,1,7,0,2025-07-29
687a3741d9cc94be00fd0a07,6,845.18,87,3,6,0,2025-06-05
687a36e5d9cc94be00fd0a03,1,257.15,92,5,8,0,2025-08-23
687a3741d9cc94be00fd0a07,10,922.19,54,5,6,0,2025-06-07
687a36e5d9cc94be00fd0a03,5,232.71,16,2,8,10,2025-08-06
687a3741d9cc94be00fd0a07,3,907.89,70,2,6,10,2025-06-11
687a32dfd9cc94be00fd0a02,6,88.94,36,2,5,10,2025-05-07
687a32dfd9cc94be00fd0a02,3,86.13,73,6,8,0,2025-08-10
687a36e5d9cc94be00fd0a03,3,254.63,20,4,6,10,2025-06-13
687a3741d9cc94be00fd0a0b,8,188.34,18,1,5,0,2025-05-27
687a32dfd9cc94be00fd0a02,10,86.19,39,1,8,20,2025-08-19
687a3741d9cc94be00fd0a07,4,964.21,72,6,6,20,2025-06-22
687a36e5d9cc94be00fd0a03,8,227.24,43,3,6,20,2025-06-05
687a32dfd9cc94be00fd0a02,9,84.56,18,5,8,10,2025-08-09
687a3741d9cc94be00fd0a07,6,959.38,93,5,5,0,2025-05-31
687a3741d9cc94be00fd0a07,3,805.16,29,0,7,10,2025-07-14
687a32dfd9cc94be00fd0a02,2,82.94,54,1,8,20,2025-08-05
687a3741d9cc94be00fd0a07,8,801.62,93,2,7,10,2025-07-23
687a32dfd9cc94be00fd0a02,1,82.6,19,2,6,10,2025-06-18
687a3741d9cc94be00fd0a0b,6,170.68,54,0,7,10,2025-07-14
687a3741d9cc94be00fd0a07,6,917.41,49,5,5,10,2025-05-24
687a32dfd9cc94be00fd0a02,6,95.65,16,2,7,20,2025-07-30
687a32dfd9cc94be00fd0a02,1,89.79,31,6,7,10,2025-07-13
687a3741d9cc94be00fd0a0b,5,174.73,84,0,5,10,2025-05-19
687a36e5d9cc94be00fd0a03,7,258.71,83,6,7,0,2025-07-27
687a3741d9cc94be00fd0a0b,2,205.61,52,2,8,0,2025-08-06
687a36e5d9cc94be00fd0a03,10,227.0,27,6,7,0,2025-07-20
687a3741d9cc94be00fd0a07,5,778.06,75,3,5,10,2025-05-29
687a36e5d9cc94be00fd0a03,3,265.59,85,4,7,10,2025-07-11
687a3741d9cc94be00fd0a0b,4,217.17,29,3,7,10,2025-07-17
687a3741d9cc94be00fd0a0b,5,197.78,11,0,8,20,2025-08-11
687a3741d9cc94be00fd0a07,9,891.28,98,0,5,10,2025-05-05
687a3741d9cc94be00fd0a0b,7,216.76,92,2,5,0,2025-05-28
687a3741d9cc94be00fd0a07,4,826.44,65,2,7,10,2025-07-09
687a32dfd9cc94be00fd0a02,9,93.17,14,2,5,0,2025-05-14
687a3741d9cc94be00fd0a0b,10,213.91,76,4,5,0,2025-05-09
687a3741d9cc94be00fd0a07,3,897.29,54,3,7,20,2025-07-10
687a3741d9cc94be00fd0a07,6,769.24,15,6,5,20,2025-05-04
687a3741d9cc94be00fd0a0b,8,186.06,21,0,7,0,2025-07-28
687a3741d9cc94be00fd0a07,9,929.05,30,3,7,0,2025-07-03
687a3741d9cc94be00fd0a07,9,773.08,30,4,6,0,2025-06-06
687a32dfd9cc94be00fd0a02,7,78.68,15,1,8,0,2025-08-05
687a36e5d9cc94be00fd0a03,10,215.21,55,6,6,0,2025-06-29
687a36e5d9cc94be00fd0a03,10,258.59,29,6,8,20,2025-08-03
687a36e5d9cc94be00fd0a03,3,249.09,24,5,7,0,2025-07-05
687a3741d9cc94be00fd0a07,10,775.98,27,4,7,0,2025-07-11
687a36e5d9cc94be00fd0a03,8,236.89,69,6,5,10,2025-05-25
687a32dfd9cc94be00fd0a02,5,89.13,59,2,7,20,2025-07-30
687a36e5d9cc94be00fd0a03,5,214.14,57,2,7,20,2025-07-23
687a36e5d9cc94be00fd0a03,2,262.12,62,2,8,0,2025-08-20
687a3741d9cc94be00fd0a07,8,935.89,24,1,5,20,2025-05-20
687a3741d9cc94be00fd0a07,2,861.0,15,3,8,20,2025-08-07
687a36e5d9cc94be00fd0a03,8,259.18,21,5,6,0,2025-06-28
687a3741d9cc94be00fd0a07,3,769.23,39,5,5,20,2025-05-17
687a3741d9cc94be00fd0a07,9,978.58,60,1,6,10,2025-06-24
687a36e5d9cc94be00fd0a03,3,224.04,46,4,5,0,2025-05-23
687a3741d9cc94be00fd0a07,7,791.39,7,6,8,10,2025-08-03
687a36e5d9cc94be00fd0a03,1,226.46,88,6,8,0,2025-08-24
687a32dfd9cc94be00fd0a02,8,83.29,99,4,6,10,2025-06-13
687a3741d9cc94be00fd0a0b,7,198.55,38,3,7,0,2025-07-03
687a36e5d9cc94be00fd0a03,4,259.13,91,1,5,10,2025-05-20
687a3741d9cc94be00fd0a0b,3,183.92,82,1,8,10,2025-08-05
687a36e5d9cc94be00fd0a03,6,222.3,40,1,7,20,2025-07-22
687a3741d9cc94be00fd0a07,1,922.17,41,0,8,10,2025-08-11
687a3741d9cc94be00fd0a0b,2,174.31,78,3,7,20,2025-07-24
687a3741d9cc94be00fd0a0b,8,198.45,83,4,6,10,2025-06-06
687a32dfd9cc94be00fd0a02,8,98.28,7,4,5,0,2025-05-23
687a3741d9cc94be00fd0a0b,6,206.59,50,0,7,0,2025-07-14
687a3741d9cc94be00fd0a07,3,847.77,87,2,8,20,2025-08-27
687a3741d9cc94be00fd0a07,2,922.97,24,5,8,10,2025-08-23
687a36e5d9cc94be00fd0a03,7,270.68,99,3,6,0,2025-06-05
687a3741d9cc94be00fd0a0b,6,202.41,17,1,5,10,2025-05-20
687a3741d9cc94be00fd0a07,5,810.56,19,6,7,10,2025-07-06
687a3741d9cc94be00fd0a07,1,867.09,83,2,8,0,2025-08-06
687a36e5d9cc94be00fd0a03,5,248.84,23,5,8,20,2025-08-02
687a3741d9cc94be00fd0a0b,6,176.33,98,6,6,0,2025-06-15
687a36e5d9cc94be00fd0a03,9,242.33,26,1,8,10,2025-08-05
687a36e5d9cc94be00fd0a03,1,216.9,82,4,5,20,2025-05-09
687a3741d9cc94be00fd0a07,6,926.49,79,0,6,10,2025-06-09
687a3741d9cc94be00fd0a07,5,926.73,54,4,8,10,2025-08-22
687a32dfd9cc94be00fd0a02,5,98.88,40,2,6,0,2025-06-04
687a36e5d9cc94be00fd0a03,8,238.41,49,4,7,20,2025-07-18
687a3741d9cc94be00fd0a07,4,847.65,81,6,6,0,2025-06-08
687a3741d9cc94be00fd0a07,5,931.51,57,4,8,10,2025-08-15
687a36e5d9cc94be00fd0a03,10,266.86,66,3,8,10,2025-08-14
687a3741d9cc94be00fd0a0b,10,170.31,91,6,5,0,2025-05-11
687a3741d9cc94be00fd0a07,10,839.59,85,4,5,20,2025-05-09
687a32dfd9cc94be00fd0a02,9,81.48,73,2,7,10,2025-07-16
687a3741d9cc94be00fd0a07,2,925.09,10,0,6,20,2025-06-09
687a3741d9cc94be00fd0a0b,8,172.08,75,4,6,0,2025-06-13
687a36e5d9cc94be00fd0a03,5,233.04,16,0,5,20,2025-05-19
687a3741d9cc94be00fd0a0b,4,173.02,19,2,7,0,2025-07-16
687a3741d9cc94be00fd0a07,9,899.86,22,1,7,0,2025-07-08
687a3741d9cc94be00fd0a07,7,962.64,63,2,8,20,2025-08-20
687a3741d9cc94be00fd0a0b,10,198.79,61,3,5,20,2025-05-01
687a3741d9cc94be00fd0a0b,2,212.46,50,4,8,0,2025-08-29
687a32dfd9cc94be00fd0a02,3,77.14,85,0,6,0,2025-06-09
687a32dfd9cc94be00fd0a02,2,80.71,82,3,6,0,2025-06-26
687a3741d9cc94be00fd0a07,9,889.08,61,5,7,10,2025-07-26
687a36e5d9cc94be00fd0a03,8,227.64,59,5,8,0,2025-08-23
687a3741d9cc94be00fd0a0b,10,194.21,98,6,8,10,2025-08-24
687a3741d9cc94be00fd0a0b,1,183.95,80,5,8,20,2025-08-23
687a32dfd9cc94be00fd0a02,10,93.34,24,0,6,10,2025-06-23
687a3741d9cc94be00fd0a0b,6,198.56,70,5,5,0,2025-05-31
687a32dfd9cc94be00fd0a02,1,96.29,70,6,6,10,2025-06-15
687a3741d9cc94be00fd0a0b,10,186.31,97,1,8,10,2025-08-26
687a32dfd9cc94be00fd0a02,7,92.62,44,2,5,10,2025-05-14
687a32dfd9cc94be00fd0a02,5,91.36,49,6,8,10,2025-08-17
687a36e5d9cc94be00fd0a03,2,260.17,65,6,8,0,2025-08-03
687a3741d9cc94be00fd0a0b,6,192.99,37,2,8,0,2025-08-06
687a3741d9cc94be00fd0a0b,2,197.85,49,6,5,20,2025-05-25
687a36e5d9cc94be00fd0a03,5,269.77,30,0,7,0,2025-07-14
687a32dfd9cc94be00fd0a02,1,79.77,9,4,6,10,2025-06-20
687a32dfd9cc94be00fd0a02,5,90.45,88,1,7,10,2025-07-22
687a36e5d9cc94be00fd0a03,5,234.14,15,1,8,20,2025-08-05
687a32dfd9cc94be00fd0a02,6,79.25,52,1,5,20,2025-05-13
687a32dfd9cc94be00fd0a02,3,76.99,63,5,6,20,2025-06-14
687a32dfd9cc94be00fd0a02,6,92.16,19,2,7,0,2025-07-02
687a3741d9cc94be00fd0a07,4,822.54,19,2,7,10,2025-07-23
687a3741d9cc94be00fd0a0b,10,216.8,61,0,5,0,2025-05-05
687a3741d9cc94be00fd0a07,4,919.11,49,6,8,10,2025-08-03
687a32dfd9cc94be00fd0a02,3,92.1,49,2,8,20,2025-08-13
687a3741d9cc94be00fd0a07,1,967.83,92,4,5,20,2025-05-09
687a3741d9cc94be00fd0a0b,10,190.94,91,5,5,10,2025-05-24
687a3741d9cc94be00fd0a07,7,957.81,66,1,7,0,2025-07-01
687a36e5d9cc94be00fd0a03,5,214.34,33,4,6,10,2025-06-27
687a3741d9cc94be00fd0a0b,5,203.62,31,3,8,0,2025-08-21
687a32dfd9cc94be00fd0a02,4,88.95,14,0,5,0,2025-05-12
687a32dfd9cc94be00fd0a02,3,81.04,38,1,7,0,2025-07-15
687a36e5d9cc94be00fd0a03,2,263.05,68,5,8,20,2025-08-30
687a3741d9cc94be00fd0a0b,1,192.28,84,3,5,20,2025-05-01
687a32dfd9cc94be00fd0a02,9,92.41,82,2,7,0,2025-07-16
687a32dfd9cc94be00fd0a02,5,88.66,25,3,6,0,2025-06-12
687a36e5d9cc94be00fd0a03,8,243.66,87,6,8,10,2025-08-10
687a3741d9cc94be00fd0a07,4,935.85,68,2,8,20,2025-08-13
687a3741d9cc94be00fd0a0b,3,215.31,45,0,5,20,2025-05-05
687a3741d9cc94be00fd0a0b,10,208.79,80,4,8,10,2025-08-01
687a32dfd9cc94be00fd0a02,4,82.73,37,5,6,20,2025-06-21
687a3741d9cc94be00fd0a07,9,884.24,12,6,6,10,2025-06-22
687a32dfd9cc94be00fd0a02,6,82.42,31,4,6,0,2025-06-13
687a36e5d9cc94be00fd0a03,10,213.12,24,4,6,10,2025-06-27
687a3741d9cc94be00fd0a07,9,801.43,50,5,6,20,2025-06-14
687a32dfd9cc94be00fd0a02,10,80.76,71,6,8,10,2025-08-10
687a36e5d9cc94be00fd0a03,1,241.7,34,6,7,0,2025-07-13
687a3741d9cc94be00fd0a07,9,766.47,69,0,6,20,2025-06-02
687a32dfd9cc94be00fd0a02,4,77.68,10,3,6,0,2025-06-26
687a3741d9cc94be00fd0a07,7,851.07,97,1,5,20,2025-05-27
687a3741d9cc94be00fd0a0b,8,170.89,84,4,6,0,2025-06-20
687a36e5d9cc94be00fd0a03,2,253.88,14,5,6,20,2025-06-21
687a32dfd9cc94be00fd0a02,8,81.54,84,2,5,20,2025-05-28
687a3741d9cc94be00fd0a0b,6,200.26,13,4,7,10,2025-07-25
687a32dfd9cc94be00fd0a02,1,82.53,24,4,5,0,2025-05-09
687a3741d9cc94be00fd0a07,3,873.89,13,2,6,20,2025-06-18
687a3741d9cc94be00fd0a0b,2,172.08,52,4,5,10,2025-05-30
687a32dfd9cc94be00fd0a02,8,93.37,66,2,6,20,2025-06-25
687a3741d9cc94be00fd0a0b,2,213.71,74,0,5,20,2025-05-26
687a36e5d9cc94be00fd0a03,1,236.78,31,1,7,20,2025-07-08
687a3741d9cc94be00fd0a0b,2,188.97,22,6,8,20,2025-08-24
687a32dfd9cc94be00fd0a02,7,93.36,6,2,5,20,2025-05-07
687a36e5d9cc94be00fd0a03,2,248.53,71,6,8,0,2025-08-24
687a32dfd9cc94be00fd0a02,2,81.0,86,6,5,10,2025-05-11
687a32dfd9cc94be00fd0a02,8,89.71,37,0,6,10,2025-06-02
687a36e5d9cc94be00fd0a03,6,237.61,9,5,7,0,2025-07-26
687a3741d9cc94be00fd0a07,2,961.65,12,3,8,10,2025-08-21
687a3741d9cc94be00fd0a0b,3,187.15,55,3,5,0,2025-05-29
687a32dfd9cc94be00fd0a02,9,79.5,88,0,7,0,2025-07-21
687a3741d9cc94be00fd0a07,6,787.35,64,1,7,20,2025-07-01
687a36e5d9cc94be00fd0a03,7,264.79,12,1,8,0,2025-08-12
687a36e5d9cc94be00fd0a03,10,234.05,96,6,6,0,2025-06-08
687a36e5d9cc94be00fd0a03,10,238.91,45,3,7,0,2025-07-31
687a32dfd9cc94be00fd0a02,10,88.86,97,5,8,20,2025-08-23
687a3741d9cc94be00fd0a07,10,777.03,23,6,8,20,2025-08-24
687a32dfd9cc94be00fd0a02,9,87.03,46,2,8,20,2025-08-13
687a3741d9cc94be00fd0a0b,9,185.06,41,1,7,0,2025-07-29
687a32dfd9cc94be00fd0a02,1,96.6,87,6,6,20,2025-06-29
687a36e5d9cc94be00fd0a03,9,218.29,16,4,5,20,2025-05-02
687a3741d9cc94be00fd0a0b,4,186.09,35,2,7,0,2025-07-30
687a3741d9cc94be00fd0a07,10,942.3,29,0,6,0,2025-06-16
687a3741d9cc94be00fd0a07,9,828.18,9,6,8,0,2025-08-17
687a36e5d9cc94be00fd0a03,2,274.99,64,5,7,0,2025-07-05
687a36e5d9cc94be00fd0a03,3,232.98,51,1,7,10,2025-07-29
687a3741d9cc94be00fd0a07,8,841.63,33,6,8,0,2025-08-10
687a36e5d9cc94be00fd0a03,2,266.78,57,3,8,20,2025-08-07
687a3741d9cc94be00fd0a07,6,803.0,55,6,8,10,2025-08-24
687a3741d9cc94be00fd0a0b,6,196.69,39,5,5,10,2025-05-10
687a3741d9cc94be00fd0a07,9,940.57,22,5,6,20,2025-06-14
687a3741d9cc94be00fd0a07,5,974.94,19,4,7,20,2025-07-04
687a3741d9cc94be00fd0a07,3,827.67,53,1,7,20,2025-07-01
687a3741d9cc94be00fd0a0b,5,192.55,56,5,7,10,2025-07-19
687a32dfd9cc94be00fd0a02,10,94.4,56,0,5,10,2025-05-26
687a3741d9cc94be00fd0a0b,4,212.8,28,5,5,20,2025-05-10
687a36e5d9cc94be00fd0a03,8,221.3,28,4,6,0,2025-06-27
687a32dfd9cc94be00fd0a02,2,76.88,80,3,8,10,2025-08-21
687a3741d9cc94be00fd0a07,9,892.86,72,0,7,20,2025-07-07
687a32dfd9cc94be00fd0a02,8,92.28,48,5,8,10,2025-08-30
687a32dfd9cc94be00fd0a02,3,88.78,7,4,5,10,2025-05-02
687a3741d9cc94be00fd0a0b,1,214.14,35,5,8,0,2025-08-30
687a3741d9cc94be00fd0a07,2,818.13,77,0,6,20,2025-06-30
687a3741d9cc94be00fd0a07,3,805.19,86,1,8,20,2025-08-26
687a3741d9cc94be00fd0a07,6,784.45,23,1,8,10,2025-08-26
687a36e5d9cc94be00fd0a03,9,267.66,70,4,5,20,2025-05-09
687a36e5d9cc94be00fd0a03,8,228.24,19,2,8,20,2025-08-06
687a3741d9cc94be00fd0a0b,7,194.56,61,2,8,20,2025-08-06
687a36e5d9cc94be00fd0a03,10,230.01,90,5,6,0,2025-06-07
687a36e5d9cc94be00fd0a03,1,219.63,85,1,8,10,2025-08-12
687a32dfd9cc94be00fd0a02,8,89.65,76,5,7,10,2025-07-12
687a3741d9cc94be00fd0a07,7,801.92,78,3,5,20,2025-05-08
687a36e5d9cc94be00fd0a03,10,228.98,95,5,6,10,2025-06-14
687a3741d9cc94be00fd0a07,3,888.06,71,3,8,0,2025-08-07
687a32dfd9cc94be00fd0a02,3,98.43,73,4,8,10,2025-08-01
687a32dfd9cc94be00fd0a02,1,80.28,17,5,5,0,2025-05-10
687a36e5d9cc94be00fd0a03,1,225.86,45,0,7,10,2025-07-14
687a3741d9cc94be00fd0a07,4,853.53,58,3,7,0,2025-07-17
687a36e5d9cc94be00fd0a03,9,221.25,39,1,6,10,2025-06-17
687a32dfd9cc94be00fd0a02,8,90.05,66,3,8,0,2025-08-14
687a3741d9cc94be00fd0a07,6,843.53,48,1,8,20,2025-08-19
687a32dfd9cc94be00fd0a02,1,96.46,32,3,7,20,2025-07-03
687a3741d9cc94be00fd0a07,10,928.1,12,4,5,20,2025-05-02
687a36e5d9cc94be00fd0a03,5,247.52,85,0,8,0,2025-08-18
687a36e5d9cc94be00fd0a03,7,242.0,22,6,5,20,2025-05-11
687a3741d9cc94be00fd0a0b,5,200.78,11,5,7,0,2025-07-12
687a36e5d9cc94be00fd0a03,1,218.32,39,5,5,10,2025-05-24
687a32dfd9cc94be00fd0a02,7,88.06,23,0,5,10,2025-05-19
687a36e5d9cc94be00fd0a03,2,235.5,34,5,8,20,2025-08-30
687a32dfd9cc94be00fd0a02,6,94.87,56,4,7,0,2025-07-25
